Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link
3380. Mr. Harrigan's Phone,tt12908110,6.0,R,1h 44m,https://www.boxofficemojo.com/title/tt12908110/
3381. The Paperboy,tt1496422,5.7,2009,1h 47m,https://www.boxofficemojo.com/title/tt1496422/
3382. The Rocker,tt1031969,6.2,1h 48m,1h 42m,https://www.boxofficemojo.com/title/tt1031969/
3383. Life of the Party,tt5619332,5.6,R,1h 45m,https://www.boxofficemojo.com/title/tt5619332/
3384. The Art of Racing in the Rain,tt1478839,7.6,2023,1h 49m,https://www.boxofficemojo.com/title/tt1478839/
3385. Stan & Ollie,tt3385524,7.2,2h 15m,1h 38m,https://www.boxofficemojo.com/title/tt3385524/
3386. Wolfwalkers,tt5198068,8.0,PG,1h 43m,https://www.boxofficemojo.com/title/tt5198068/
3387. The Tale of Despereaux,tt0420238,6.1,2003,1h 33m,https://www.boxofficemojo.com/title/tt0420238/
3388. After We Collided,tt10362466,5.1,1h 24m,1h 45m,https://www.boxofficemojo.com/title/tt10362466/
3389. C'mon C'mon,tt10986222,7.4,PG-13,1h 49m,https://www.boxofficemojo.com/title/tt10986222/
3390. The Rental,tt10003008,5.7,2009,1h 28m,https://www.boxofficemojo.com/title/tt10003008/
3391. 24 Hour Party People,tt0274309,7.3,1h 36m,1h 57m,https://www.boxofficemojo.com/title/tt0274309/
3392. Nothing But the Truth,tt1073241,7.1,R,1h 48m,https://www.boxofficemojo.com/title/tt1073241/
3393. The 33,tt2006295,6.9,2003,2h 7m,https://www.boxofficemojo.com/title/tt2006295/
3394. Leo,tt5755238,7.0,2h 58m,1h 42m,https://www.boxofficemojo.com/title/tt5755238/
3395. English Vinglish,tt2181931,7.8,R,2h 14m,https://www.boxofficemojo.com/title/tt2181931/
3396. Promised Land,tt2091473,6.6,2020,1h 46m,https://www.boxofficemojo.com/title/tt2091473/
3397. The Shack,tt2872518,6.3,1h 55m,2h 12m,https://www.boxofficemojo.com/title/tt2872518/
3398. All the Bright Places,tt3907584,6.6,PG-13,1h 47m,https://www.boxofficemojo.com/title/tt3907584/
3399. Smolensk,tt6038600,1.2,2015,2h,https://www.boxofficemojo.com/title/tt6038600/
3400. Close,tt9660502,7.8,1h 59m,1h 44m,https://www.boxofficemojo.com/title/tt9660502/
3401. The Cold Light of Day,tt1366365,4.9,R,1h 33m,https://www.boxofficemojo.com/title/tt1366365/
3402. Hypnotic,tt8080204,5.5,2010,1h 33m,https://www.boxofficemojo.com/title/tt8080204/
3403. Kimi,tt14128670,6.3,1h 20m,1h 29m,https://www.boxofficemojo.com/title/tt14128670/
3404. Holmes & Watson,tt1255919,3.9,PG-13,1h 30m,https://www.boxofficemojo.com/title/tt1255919/
3405. 13 Sins,tt2059171,6.3,2022,1h 33m,https://www.boxofficemojo.com/title/tt2059171/
3406. The Eyes of Tammy Faye,tt9115530,6.6,1h 40m,2h 6m,https://www.boxofficemojo.com/title/tt9115530/
3407. On the Basis of Sex,tt4669788,7.1,PG,2h,https://www.boxofficemojo.com/title/tt4669788/
3408. Hollywood Homicide,tt0329717,5.3,2009,1h 56m,https://www.boxofficemojo.com/title/tt0329717/
3409. The Stepfather,tt0814335,5.6,1h 47m,1h 41m,https://www.boxofficemojo.com/title/tt0814335/
3410. Unfriended: Dark Web,tt4761916,6.0,PG-13,1h 32m,https://www.boxofficemojo.com/title/tt4761916/
3411. Cedar Rapids,tt1477837,6.3,2015,1h 27m,https://www.boxofficemojo.com/title/tt1477837/
3412. Old Dogs,tt0976238,5.3,1h 34m,1h 28m,https://www.boxofficemojo.com/title/tt0976238/
3413. Passengers,tt0449487,5.8,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt0449487/
"3414. Good Luck to You, Leo Grande",tt13352968,7.2,2023,1h 37m,https://www.boxofficemojo.com/title/tt13352968/
3415. The Fog,tt0432291,3.7,2h 31m,1h 40m,https://www.boxofficemojo.com/title/tt0432291/
3416. Greta,tt2639336,6.1,R,1h 38m,https://www.boxofficemojo.com/title/tt2639336/
3417. Arif V 216,tt6697582,7.0,2022,2h 5m,https://www.boxofficemojo.com/title/tt6697582/
3418. I Give It a Year,tt2244901,5.7,1h 44m,1h 37m,https://www.boxofficemojo.com/title/tt2244901/
3419. 96,tt7019842,8.5,PG-13,2h 38m,https://www.boxofficemojo.com/title/tt7019842/
3420. Bringing Down the House,tt0305669,5.6,2006,1h 45m,https://www.boxofficemojo.com/title/tt0305669/
3421. Slender Man,tt5690360,3.3,1h 39m,1h 33m,https://www.boxofficemojo.com/title/tt5690360/
3422. Kidnap,tt1458169,5.9,PG,1h 35m,https://www.boxofficemojo.com/title/tt1458169/
3423. The Kissing Booth 2,tt9784456,5.7,2014,2h 14m,https://www.boxofficemojo.com/title/tt9784456/
3424. Varisu,tt11998558,5.9,1h 42m,2h 49m,https://www.boxofficemojo.com/title/tt11998558/
3425. Shotgun Wedding,tt9686790,5.5,R,1h 41m,https://www.boxofficemojo.com/title/tt9686790/
3426. The 355,tt8356942,5.6,2016,2h 2m,https://www.boxofficemojo.com/title/tt8356942/
3427. The Red Turtle,tt3666024,7.5,1h 22m,1h 20m,https://www.boxofficemojo.com/title/tt3666024/
3428. Paranoia,tt1413495,5.6,R,1h 46m,https://www.boxofficemojo.com/title/tt1413495/
3429. Nowhere Boy,tt1266029,7.1,2012,1h 38m,https://www.boxofficemojo.com/title/tt1266029/
3430. Greenberg,tt1234654,6.1,1h 42m,1h 47m,https://www.boxofficemojo.com/title/tt1234654/
"3431. Quo Vadis, Aida?",tt8633462,8.0,PG-13,1h 41m,https://www.boxofficemojo.com/title/tt8633462/
3432. Shin Godzilla,tt4262980,6.8,2018,2h,https://www.boxofficemojo.com/title/tt4262980/
3433. A Girl Walks Home Alone at Night,tt2326554,6.9,2h 10m,1h 41m,https://www.boxofficemojo.com/title/tt2326554/
3434. Dilwale,tt4535650,5.1,PG-13,2h 38m,https://www.boxofficemojo.com/title/tt4535650/
3435. Vizontele,tt0270053,8.0,2010,1h 50m,https://www.boxofficemojo.com/title/tt0270053/
3436. The Protégé,tt6079772,6.1,1h 48m,1h 49m,https://www.boxofficemojo.com/title/tt6079772/
3437. Heist,tt0252503,6.5,PG-13,1h 49m,https://www.boxofficemojo.com/title/tt0252503/
3438. Osmosis Jones,tt0181739,6.3,2004,1h 35m,https://www.boxofficemojo.com/title/tt0181739/
3439. Ek Tha Tiger,tt2016894,5.7,2h 32m,2h 12m,https://www.boxofficemojo.com/title/tt2016894/
3440. The Missing,tt0338188,6.5,PG-13,2h 17m,https://www.boxofficemojo.com/title/tt0338188/
3441. Peninsula,tt8850222,5.5,2019,1h 56m,https://www.boxofficemojo.com/title/tt8850222/
3442. The Protector,tt0427954,7.0,2h 20m,1h 51m,https://www.boxofficemojo.com/title/tt0427954/
3443. Bajirao Mastani,tt3735246,7.3,R,2h 38m,https://www.boxofficemojo.com/title/tt3735246/
3444. Cumali Ceber,tt7221896,1.0,2023,1h 40m,https://www.boxofficemojo.com/title/tt7221896/
3445. Unlocked,tt1734493,6.3,2h 26m,1h 38m,https://www.boxofficemojo.com/title/tt1734493/
3446. The Last Days on Mars,tt1709143,5.5,Not Rated,1h 38m,https://www.boxofficemojo.com/title/tt1709143/
3447. Mersal,tt6485666,7.5,2007,2h 52m,https://www.boxofficemojo.com/title/tt6485666/
3448. Old Henry,tt12731980,7.3,1h 46m,1h 39m,https://www.boxofficemojo.com/title/tt12731980/
3449. The Glass Castle,tt2378507,7.1,PG-13,2h 7m,https://www.boxofficemojo.com/title/tt2378507/
3450. Sex and Lucía,tt0254455,7.0,2013,2h 8m,https://www.boxofficemojo.com/title/tt0254455/
3451. The Ringer,tt0267891,5.8,1h 43m,1h 34m,https://www.boxofficemojo.com/title/tt0267891/
3452. The Hottie & the Nottie,tt0804492,2.0,PG-13,1h 31m,https://www.boxofficemojo.com/title/tt0804492/
3453. Killing Season,tt1480295,5.4,2023,1h 31m,https://www.boxofficemojo.com/title/tt1480295/
3454. Wish I Was Here,tt2870708,6.6,2h 4m,1h 46m,https://www.boxofficemojo.com/title/tt2870708/
3455. Boy A,tt1078188,7.6,PG-13,1h 46m,https://www.boxofficemojo.com/title/tt1078188/
3456. Yahsi Bati - The Ottoman Cowboys,tt1567448,7.4,2007,1h 52m,https://www.boxofficemojo.com/title/tt1567448/
3457. Jug Jugg Jeeyo,tt13449624,6.1,2h,2h 28m,https://www.boxofficemojo.com/title/tt13449624/
3458. Thuppakki,tt2187153,8.1,R,2h 45m,https://www.boxofficemojo.com/title/tt2187153/
3459. Cake,tt3442006,6.4,2003,1h 42m,https://www.boxofficemojo.com/title/tt3442006/
3460. 99 Homes,tt2891174,7.1,2h 34m,1h 52m,https://www.boxofficemojo.com/title/tt2891174/
3461. Guilty,tt4934950,8.1,R,2h 12m,https://www.boxofficemojo.com/title/tt4934950/
3462. Antwone Fisher,tt0168786,7.3,2006,2h,https://www.boxofficemojo.com/title/tt0168786/
3463. The Divide,tt1535616,5.8,1h 33m,1h 52m,https://www.boxofficemojo.com/title/tt1535616/
3464. Kai Po Che,tt2213054,7.8,R,2h,https://www.boxofficemojo.com/title/tt2213054/
3465. [REC] 3: Genesis,tt1649444,5.0,2019,1h 20m,https://www.boxofficemojo.com/title/tt1649444/
3466. The Savages,tt0775529,7.1,1h 44m,1h 53m,https://www.boxofficemojo.com/title/tt0775529/
3467. The Secret of Kells,tt0485601,7.5,PG,1h 15m,https://www.boxofficemojo.com/title/tt0485601/
3468. Vengeance,tt11976532,6.8,2022,1h 47m,https://www.boxofficemojo.com/title/tt11976532/
3469. Young & Beautiful,tt2752200,6.7,2h 3m,1h 35m,https://www.boxofficemojo.com/title/tt2752200/
3470. House of the Dead,tt0317676,2.1,R,1h 30m,https://www.boxofficemojo.com/title/tt0317676/
3471. Victoria & Abdul,tt5816682,6.8,2023,1h 51m,https://www.boxofficemojo.com/title/tt5816682/
3472. Everybody Knows,tt4964788,6.9,2h 2m,2h 13m,https://www.boxofficemojo.com/title/tt4964788/
3473. Jimmy Neutron: Boy Genius,tt0268397,6.1,R,1h 22m,https://www.boxofficemojo.com/title/tt0268397/
3474. The Last Kingdom: Seven Kings Must Die,tt15767808,6.9,2009,1h 57m,https://www.boxofficemojo.com/title/tt15767808/
3475. Jailer,tt11663228,7.1,1h 42m,2h 48m,https://www.boxofficemojo.com/title/tt11663228/
3476. Cobweb,tt9100018,5.9,R,1h 28m,https://www.boxofficemojo.com/title/tt9100018/
3477. Cherry,tt9130508,6.6,2003,2h 22m,https://www.boxofficemojo.com/title/tt9130508/
