Title,Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
Don't Hang Up,Don't Hang Up (2016),tt3610746,5.6,2016,2h 9m,https://www.boxofficemojo.com/title/tt3610746/,"$332,571",–,"$332,571",Damien Macé,"Gregg Sulkin (Sam Fuller), Garrett Clayton (Brady Mannion), Bella Dayne (Peyton Grey), Sienna Guillory (Mrs. Kolbein)"
Vizontele Tuuba,Vizontele Tuuba (2003),tt0399854,6.5,2003,1h 44m,https://www.boxofficemojo.com/title/tt0399854/,"$13,954,476",–,"$13,954,476",Yilmaz Erdogan,"Yilmaz Erdogan (Deli Emin), Demet Akbag (Siti Ana), Altan Erkekli (Nazmi Dogan), Tarik Akan (Güner Sernikli)"
Summer Catch,Summer Catch (2001),tt0234829,5.1,2001,2h 33m,https://www.boxofficemojo.com/title/tt0234829/,"$19,772,447","$19,753,553","$18,894",Michael Tollin,"Freddie Prinze Jr. (Ryan Dunne), Jessica Biel (Tenley Parrish), Fred Ward (Sean Dunne), Matthew Lillard (Billy Brubaker)"
Turks in Space,Turks in Space (2006),tt0808240,1.5,2006,1h 48m,https://www.boxofficemojo.com/title/tt0808240/,"$2,381,856",–,"$2,381,856",Kartal Tibet,"Cüneyt Arkin (Dünyayi Kurtaran Adam), Mehmet Ali Erbil (Kaptan Kartal/Zaldabar), Deniz Seki (Gonca), Pascal Nouma (Çelik)"
The Big Bull,The Big Bull (2021),tt9614452,5.6,2021,1h 51m,https://www.boxofficemojo.com/title/tt9614452/,–,–,–,Kookie Gulati,"Abhishek Bachchan (Hemant Shah), Nikita Dutta (Priya Patel Shah), Ileana D'Cruz (Meera Rao), Sanjeev Pandey ()"
King of Thieves,King of Thieves (2018),tt5789976,5.5,2018,1h 32m,https://www.boxofficemojo.com/title/tt5789976/,"$11,517,629","$7,518","$11,510,111",James Marsh,"Michael Caine (Brian Reader), Francesca Annis (Lyn Reader), Olivia Le Andersen (Marylebone Waitress), Jim Broadbent (Terry Perkins)"
The Hummingbird Project,The Hummingbird Project (2018),tt6866224,6.2,2018,1h 29m,https://www.boxofficemojo.com/title/tt6866224/,"$878,199","$371,784","$506,415",Kim Nguyen,"Jesse Eisenberg (Vincent Zaleski), Alexander Skarsgård (Anton Zaleski), Salma Hayek (Eva Torres), Michael Mando (Mark Vega)"
I Am the Pretty Thing That Lives in the House,I Am the Pretty Thing That Lives in the House (2016),tt5059406,4.6,2016,1h 33m,https://www.boxofficemojo.com/title/tt5059406/,–,–,–,Osgood Perkins,"Ruth Wilson (Lily), Paula Prentiss (Iris Blum), Bob Balaban (Mr. Waxcap), Lucy Boynton (Polly)"
Intermission,Intermission (2003),tt0332658,6.8,2003,2h 4m,https://www.boxofficemojo.com/title/tt0332658/,"$5,175,215","$896,993","$4,278,222",John Crowley,"Cillian Murphy (John), Kelly Macdonald (Deirdre), Colin Farrell (Lehiff), Shirley Henderson (Sally)"
Detention,Detention (2011),tt1701990,5.6,2011,2h 3m,https://www.boxofficemojo.com/title/tt1701990/,–,–,–,Joseph Kahn,"Josh Hutcherson (Clapton Davis), Shanley Caswell (Riley Jones), Spencer Locke (Ione), Dane Cook (Principal Verge)"
The Valet,The Valet (2022),tt4081630,6.7,2022,1h 18m,https://www.boxofficemojo.com/title/tt4081630/,–,–,–,Richard Wong,"Eugenio Derbez (Antonio Flores), Samara Weaving (Olivia Allan), Max Greenfield (Vincent Royce), Betsy Brandt (Kathryn Royce)"
Son of the Bride,Son of the Bride (2001),tt0292542,7.8,2001,1h 26m,https://www.boxofficemojo.com/title/tt0292542/,"$8,772,695","$624,757","$8,147,938",Juan José Campanella,"Ricardo Darín (Rafael Belvedere), Héctor Alterio (Nino Belvedere), Norma Aleandro (Norma Belvedere), Eduardo Blanco (Juan Carlos)"
Injustice,Injustice (2021),tt5012504,6.4,2021,1h 32m,https://www.boxofficemojo.com/title/tt5012504/,–,–,–,Matt Peters,"Justin Hartley (Superman), Anson Mount (Batman), Laura Bailey (Lois Lane/Rama Kushna), Zach Callison (Damian/Jimmy Olsen)"
The Onion Movie,The Onion Movie (2008),tt0392878,6.2,2008,2h 35m,https://www.boxofficemojo.com/title/tt0392878/,–,–,–,Tom Kuntz,"Len Cariou (Norm Archer), Sarah McElligott (Melissa Cherry), Amir Talai (Ahman), Daniel Chacón (Young American/Cock Puncher)"
Influencer,Influencer (2022),tt13309170,6.2,2022,1h 38m,https://www.boxofficemojo.com/title/tt13309170/,"$226,682",–,"$226,682",Kurtis David Harder,"Emily Tennant (Madison), Rory J Saper (Ryan), Cassandra Naud (CW), Justin Sams (Jay)"
Mankatha,Mankatha (2011),tt1705772,7.7,2011,2h 21m,https://www.boxofficemojo.com/title/tt1705772/,"$1,122,247",–,"$1,122,247",Venkat Prabhu,"Ajith Kumar (Vinayak Mahadevan), Arjun Sarja (Prithviraj), Trisha Krishnan (Sanjana Arumugam), Premgi Amaren (Prem)"
A Better Life,A Better Life (2011),tt1554091,7.2,2011,1h 55m,https://www.boxofficemojo.com/title/tt1554091/,"$1,863,506","$1,759,252","$104,254",Chris Weitz,"Demián Bichir (Carlos Galindo), José Julián (Luis Galindo), Eddie 'Piolin' Sotelo (Eddie 'Piolin' Sotelo), Joaquín Cosio (Blasco Martinez)"
Hasee Toh Phasee,Hasee Toh Phasee (2014),tt3173910,6.8,2014,1h 43m,https://www.boxofficemojo.com/title/tt3173910/,"$6,914,987","$646,035","$6,268,952",Vinil Mathew,"Sidharth Malhotra (Nikhil Bhardwaj), Parineeti Chopra (Meeta), Adah Sharma (Karishma), Manoj Joshi (Devesh Solanki - Meeta and Karishma's Father)"
Read My Lips,Read My Lips (2001),tt0274117,7.3,2001,1h 34m,https://www.boxofficemojo.com/title/tt0274117/,"$5,393,526","$1,471,911","$3,921,615",Jacques Audiard,"Vincent Cassel (Paul), Emmanuelle Devos (Carla), Olivier Gourmet (Marchand), Olivier Perrier (Masson)"
Mrs. Henderson Presents,Mrs. Henderson Presents (2005),tt0413015,7.0,2005,2h 6m,https://www.boxofficemojo.com/title/tt0413015/,"$27,876,417","$11,036,366","$16,840,051",Stephen Frears,"Judi Dench (Mrs. Laura Henderson), Bob Hoskins (Vivian Van Damm), Christopher Guest (Lord Cromer), Will Young (Bertie)"
The Turning,The Turning (2020),tt7510346,3.9,2020,1h 30m,https://www.boxofficemojo.com/title/tt7510346/,"$19,428,166","$15,472,775","$3,955,391",Floria Sigismondi,"Mackenzie Davis (Kate Mandell), Finn Wolfhard (Miles Fairchild), Brooklynn Prince (Flora Fairchild), Barbara Marten (Mrs. Grose)"
North Face,North Face (2008),tt0844457,7.4,2008,1h 44m,https://www.boxofficemojo.com/title/tt0844457/,"$6,815,056","$711,421","$6,103,635",Philipp Stölzl,"Benno Fürmann (Toni Kurz), Florian Lukas (Andi Hinterstoisser), Johanna Wokalek (Luise Fellner), Simon Schwarz (Willy Angerer)"
The Horde,The Horde (2009),tt1183276,5.9,2009,2h 2m,https://www.boxofficemojo.com/title/tt1183276/,–,–,–,Yannick Dahan,"Claude Perron (Aurore), Jean-Pierre Martins (Ouessem), Eriq Ebouaney (Adewale), Aurélien Recoing (Jimenez)"
Black Bear,Black Bear (2020),tt9601220,6.5,2020,2h 1m,https://www.boxofficemojo.com/title/tt9601220/,–,–,–,Lawrence Michael Levine,"Aubrey Plaza (Allison), Christopher Abbott (Gabe), Sarah Gadon (Blair), Paola Lázaro (Cahya)"
The Myth,The Myth (2005),tt0365847,6.1,2005,2h,https://www.boxofficemojo.com/title/tt0365847/,"$6,669,097",–,"$6,669,097",Stanley Tong,"Bing Shao (Nangong Yan), Jackie Chan (Meng Yi/Jack), Weixing Yao (General Shen), Jianzhong Zhang (Official)"
Money Trap,Money Trap (2019),tt8442644,6.0,2019,1h 33m,https://www.boxofficemojo.com/title/tt8442644/,"$10,327,763",–,"$10,327,763",Yilmaz Erdogan,"Yilmaz Erdogan (Asim), Kivanç Tatlitug (Saruhan), Ezgi Mola (Lerzan), Bensu Soral (Nazli)"
War Room,War Room (2015),tt3832914,6.5,2015,1h 52m,https://www.boxofficemojo.com/title/tt3832914/,"$73,267,874","$67,790,117","$5,477,757",Alex Kendrick,"Priscilla C. Shirer (Elizabeth Jordan), T.C. Stallings (Tony Jordan), Karen Abercrombie (Clara Williams), Beth Moore (Mandy)"
Galveston,Galveston (2018),tt2315596,6.2,2018,1h 22m,https://www.boxofficemojo.com/title/tt2315596/,"$225,795",–,"$225,795",Mélanie Laurent,"Ben Foster (Roy), Jeffrey Grover (Dr. Finelli), Christopher Amitrano (Jay), Mark Hicks (Lou)"
They Call Me Jeeg Robot,They Call Me Jeeg Robot (2015),tt3775086,7.0,2015,1h 44m,https://www.boxofficemojo.com/title/tt3775086/,"$5,973,344",–,"$5,973,344",Gabriele Mainetti,"Claudio Santamaria (Enzo Ceccotti), Luca Marinelli (Zingaro), Ilenia Pastorelli (Alessia), Stefano Ambrogi (Sergio)"
Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore (2010),tt1287468,4.4,2010,1h 24m,https://www.boxofficemojo.com/title/tt1287468/,"$112,483,764","$43,585,753","$68,898,011",Brad Peyton,"Bette Midler (Kitty Galore), Chris O'Donnell (Shane), Jack McBrayer (Chuck), James Marsden (Diggs)"
Slaughterhouse Rulez,Slaughterhouse Rulez (2018),tt6905696,5.3,2018,1h 31m,https://www.boxofficemojo.com/title/tt6905696/,"$730,762","$4,665","$726,097",Crispian Mills,"Jassa Ahluwalia (Yuri), Asa Butterfield (Willoughby Blake), Jamie Blackley (Caspar De Brunose), Finn Cole (Don Wallace)"
Hell Ride,Hell Ride (2008),tt0411475,5.0,2008,1h 40m,https://www.boxofficemojo.com/title/tt0411475/,"$390,128","$213,608","$176,520",Larry Bishop,"Larry Bishop (Pistolero), Dennis Hopper (Eddie Zero), Michael Madsen (The Gent), Julia Jones (Cherokee Kisum)"
Very Good Girls,Very Good Girls (2013),tt1931602,5.9,2013,1h 58m,https://www.boxofficemojo.com/title/tt1931602/,"$10,963","$6,940","$4,023",Naomi Foner,"Dakota Fanning (Lilly), Elizabeth Olsen (Gerri), Sterling Jones (Beach Boy), Lenny Platt (Beach Boy)"
The Road Within,The Road Within (2014),tt2962876,7.0,2014,1h 31m,https://www.boxofficemojo.com/title/tt2962876/,"$41,760",–,"$41,760",Gren Wells,"Robert Sheehan (Vincent), Dev Patel (Alex), Zoë Kravitz (Marie), Robert Patrick (Robert)"
Headshot,Headshot (2016),tt5147214,6.3,2016,1h 45m,https://www.boxofficemojo.com/title/tt5147214/,"$73,010",–,"$73,010",Kimo Stamboel,"Iko Uwais (Ishmael), Chelsea Islan (Ailin), Sunny Pang (Lee), Very Tri Yulisman (Besi)"
Big Time Adolescence,Big Time Adolescence (2019),tt3824648,6.9,2019,1h 55m,https://www.boxofficemojo.com/title/tt3824648/,–,–,–,Jason Orley,"Griffin Gluck (Monroe), Larry John Meyers (Principal Clarke), Michael Devine (Officer Peters), John Villanueva (Teacher)"
Renaissance,Renaissance (2006),tt0386741,6.6,2006,1h 39m,https://www.boxofficemojo.com/title/tt0386741/,"$1,831,348","$70,644","$1,760,704",Christian Volckman,"Daniel Craig (Barthélémy Karas), Catherine McCormack (Bislane Tasuiev), Jonathan Pryce (Paul Dellenbach), Romola Garai (Ilona Tasuiev)"
Noroi,Noroi (2005),tt0930083,6.8,2005,1h 46m,https://www.boxofficemojo.com/title/tt0930083/,"$6,819",–,"$6,819",Kôji Shiraishi,"Jin Muraki (Masafumi Kobayashi), Rio Kanno (Kana Yano), Tomono Kuga (Junko Ishii), Marika Matsumoto (Self)"
Edison,Edison (2005),tt0389957,5.3,2005,1h 8m,https://www.boxofficemojo.com/title/tt0389957/,"$4,165,675",–,"$4,165,675",David J. Burke,"Morgan Freeman (Ashford), Kevin Spacey (Wallace), Justin Timberlake (Pollack), LL Cool J (Deed)"
City of Men,City of Men (2007),tt0870090,7.2,2007,1h 35m,https://www.boxofficemojo.com/title/tt0870090/,"$2,589,732","$325,131","$2,264,601",Paulo Morelli,"Douglas Silva (Acerola), Darlan Cunha (Laranjinha), Jonathan Haagensen (Madrugadão), Rodrigo dos Santos (Heraldo)"
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),tt0368667,7.8,2003,1h 23m,https://www.boxofficemojo.com/title/tt0368667/,"$6,860,262","$2,328,339","$4,531,923",Daisuke Nishio,"Romanthony (Octave), Thomas Bangalter (Shep)"
"You, the Living","You, the Living (2007)",tt0445336,7.4,2007,2h 25m,https://www.boxofficemojo.com/title/tt0445336/,"$1,843,810","$21,438","$1,822,372",Roy Andersson,"Elisabeth Helander (Mia), Jörgen Nohall (Uffe), Jan Wikbladh (The fan), Björn Englund (Tubaplayer)"
All Hallows' Eve,All Hallows' Eve (2013),tt2900624,5.2,2013,1h 22m,https://www.boxofficemojo.com/title/tt2900624/,–,–,–,Damien Leone,"Katie Maguire (Sarah), Catherine A. Callahan (Caroline), Marie Maser (Costume Designer), Kayla Lian (Casey)"
10 Items or Less,10 Items or Less (2006),tt0499603,6.5,2006,3h 57m,https://www.boxofficemojo.com/title/tt0499603/,"$1,399,222","$83,291","$1,315,931",Brad Silberling,"Morgan Freeman (Him), Paz Vega (Scarlet), Jonah Hill (Packy), Anne Dudek (Lorraine)"
Redeeming Love,Redeeming Love (2022),tt11365186,6.7,2022,1h 33m,https://www.boxofficemojo.com/title/tt11365186/,"$9,464,198","$9,214,020","$250,178",D.J. Caruso,"Abigail Cowen (Angel), Tom Lewis (Michael), Eric Dane (Duke), Famke Janssen (Duchess)"
Love Exposure,Love Exposure (2008),tt1128075,8.0,2008,2h 13m,https://www.boxofficemojo.com/title/tt1128075/,–,–,–,Sion Sono,"Takahiro Nishijima (Yû), Hikari Mitsushima (Yôko), Sakura Andô (Koike), Yutaka Shimizu (Yûji)"
24 Hours to Live,24 Hours to Live (2017),tt5442456,5.8,2017,2h 22m,https://www.boxofficemojo.com/title/tt5442456/,"$5,805,201",–,"$5,805,201",Brian Smrz,"Ethan Hawke (Travis Conrad), Qing Xu (Lin Bisset), Paul Anderson (Jim Morrow), Rutger Hauer (Frank)"
Bala,Bala (2019),tt9420648,7.3,2019,1h 54m,https://www.boxofficemojo.com/title/tt9420648/,"$1,447,766",–,"$1,447,766",Amar Kaushik,"Ayushmann Khurrana (Balmukund 'Bala' Shukla), Bhumi Pednekar (Latika Trivedi), Yami Gautam (Pari Mishra), Saurabh Shukla (Hari Shukla (Bala's Father))"
Company,Company (2002),tt0296574,8.0,2002,1h 40m,https://www.boxofficemojo.com/title/tt0296574/,–,–,–,Ram Gopal Varma,"Ajay Devgn (Mallik), Mohanlal (Srinivasan), Manisha Koirala (Saroja), Seema Biswas (Ranibai)"
Armageddon Time,Armageddon Time (2022),tt10343028,6.5,2022,2h 24m,https://www.boxofficemojo.com/title/tt10343028/,"$6,538,820","$1,872,625","$4,666,195",James Gray,"Anne Hathaway (Esther Graff), Jeremy Strong (Irving Graff), Banks Repeta (Paul Graff), Jaylin Webb (Johnny Davis)"
Stranger by the Lake,Stranger by the Lake (2013),tt2852458,6.9,2013,1h 47m,https://www.boxofficemojo.com/title/tt2852458/,"$1,156,137","$325,196","$830,941",Alain Guiraudie,"Pierre Deladonchamps (Franck), Christophe Paou (Michel), Patrick d'Assumçao (Henri), Jérôme Chappatte (Inspecteur Damroder)"
Housefull,Housefull (2010),tt1573072,5.6,2010,2h 2m,https://www.boxofficemojo.com/title/tt1573072/,"$2,340,550","$1,183,658","$1,156,892",Sajid Khan,"Akshay Kumar (Aarush), Deepika Padukone (Sandy), Riteish Deshmukh (Bob), Lara Dutta (Hetal)"
Fur: An Imaginary Portrait of Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus (2006),tt0422295,6.3,2006,1h 33m,https://www.boxofficemojo.com/title/tt0422295/,"$2,312,717","$223,202","$2,089,515",Steven Shainberg,"Nicole Kidman (Diane Arbus), Robert Downey Jr. (Lionel Sweeney), Ty Burrell (Allan Arbus), Harris Yulin (David Nemerov)"
The New Daughter,The New Daughter (2009),tt0951335,5.3,2009,1h 25m,https://www.boxofficemojo.com/title/tt0951335/,"$579,626",–,"$579,626",Luiso Berdejo,"Kevin Costner (John James), Ivana Baquero (Louisa James), Samantha Mathis (Cassandra Parker), Gattlin Griffith (Sam James)"
Sorority Boys,Sorority Boys (2002),tt0279781,5.5,2002,1h 35m,https://www.boxofficemojo.com/title/tt0279781/,"$12,517,488","$10,200,032","$2,317,456",Wallace Wolodarsky,"Barry Watson (Dave), Harland Williams (Doofer), Michael Rosenbaum (Adam), Melissa Sagemiller (Leah)"
The Dead Girl,The Dead Girl (2006),tt0783238,6.5,2006,1h 33m,https://www.boxofficemojo.com/title/tt0783238/,"$905,291","$19,875","$885,416",Karen Moncrieff,"Toni Collette (Arden), Brittany Murphy (Krista), Marcia Gay Harden (Melora), Piper Laurie (Arden's Mother)"
Sidewalls,Sidewalls (2011),tt1235841,7.5,2011,1h 31m,https://www.boxofficemojo.com/title/tt1235841/,"$1,008,116","$2,377","$1,005,739",Gustavo Taretto,"Javier Drolas (Martín), Miguel Dedovich (Psiquiatra), Pilar López de Ayala (Mariana), Miguel Alvarez (Hombre atropellado)"
Assassination of a High School President,Assassination of a High School President (2008),tt1018818,6.2,2008,2h 29m,https://www.boxofficemojo.com/title/tt1018818/,"$69,564",–,"$69,564",Brett Simon,"Reece Thompson (Bobby Funke), Mischa Barton (Francesca Fachini), Bruce Willis (Principal Jared T. Kirkpatrick), Michael Rapaport (Coach Z)"
Hatching,Hatching (2022),tt12519030,6.2,2022,1h 51m,https://www.boxofficemojo.com/title/tt12519030/,"$508,211","$182,925","$325,286",Hanna Bergholm,"Siiri Solalinna (Tinja/Alli), Sophia Heikkilä (Mother), Jani Volanen (Father), Reino Nordin (Tero)"
Barbershop: The Next Cut,Barbershop: The Next Cut (2016),tt3628584,5.9,2016,2h 25m,https://www.boxofficemojo.com/title/tt3628584/,"$55,658,961","$54,058,961","$1,600,000",Malcolm D. Lee,"Ice Cube (Calvin), Regina Hall (Angie), Anthony Anderson (J.D.), Eve (Terri)"
Housefull 2,Housefull 2 (2012),tt1980986,5.4,2012,1h 32m,https://www.boxofficemojo.com/title/tt1980986/,"$24,922,847","$1,791,780","$23,131,067",Sajid Khan,"Akshay Kumar (Sunny), John Abraham (Max), Asin Thottumkal (Henna), Jacqueline Fernandez (Bobby)"
72 Hoorain,72 Hoorain (2019),tt13491678,7.0,2019,2h 24m,https://www.boxofficemojo.com/title/tt13491678/,–,–,–,Sanjay Puran Singh Chauhan,"Saru Maini (Meher), Mukesh Agrohari (BMC Worker), Aishwarya Arora (), Narottam Bain ()"
I Am Wrath,I Am Wrath (2016),tt3212232,5.4,2016,1h 45m,https://www.boxofficemojo.com/title/tt3212232/,"$228,631",–,"$228,631",Chuck Russell,"John Travolta (Stanley Hill), Christopher Meloni (Dennis), Amanda Schull (Abbie), Sam Trammell (Det. Gibson)"
Heyy Babyy,Heyy Babyy (2007),tt0806088,6.1,2007,1h 31m,https://www.boxofficemojo.com/title/tt0806088/,"$13,921,302","$1,443,521","$12,477,781",Sajid Khan,"Akshay Kumar (Arush Mehra), Fardeen Khan (Ali Haider), Riteish Deshmukh (Tanmay Joglekar), Vidya Balan (Isha Sahni)"
Barbara,Barbara (2012),tt2178941,7.2,2012,2h 28m,https://www.boxofficemojo.com/title/tt2178941/,"$6,908,277","$1,013,902","$5,894,375",Christian Petzold,"Nina Hoss (Barbara), Ronald Zehrfeld (André), Rainer Bock (Klaus Schütz), Christina Hecke (Assistenzärztin Schulze)"
Fallen,Fallen (2016),tt1564777,5.3,2016,1h 30m,https://www.boxofficemojo.com/title/tt1564777/,"$2,578,927",–,"$2,578,927",Scott Hicks,"Joely Richardson (Ms Sophia), Addison Timlin (Lucinda Price), Daisy Head (Arriane Alter), Jeremy Irvine (Daniel Grigori)"
Manikarnika: The Queen of Jhansi,Manikarnika: The Queen of Jhansi (2019),tt6903440,6.4,2019,2h 1m,https://www.boxofficemojo.com/title/tt6903440/,"$12,954,137",–,"$12,954,137",Radha Krishna Jagarlamudi,"Kangana Ranaut (Manikarnika), Danny Denzongpa (Ghulam Ghaus Khan), Suresh Oberoi (Peshwa of Bithoor), Atul Kulkarni (Tatya Tope)"
Black Water,Black Water (2007),tt0816436,5.8,2007,1h 29m,https://www.boxofficemojo.com/title/tt0816436/,"$1,271,556",–,"$1,271,556",David Nerlich,"Diana Glenn (Grace), Maeve Dermody (Lee), Andy Rodoreda (Adam), Ben Oxenbould (Jim)"
Revanche,Revanche (2008),tt1173745,7.5,2008,2h 17m,https://www.boxofficemojo.com/title/tt1173745/,"$886,407","$258,388","$628,019",Götz Spielmann,"Johannes Krisch (Alex), Irina Potapenko (Tamara), Andreas Lust (Robert), Ursula Strauss (Susanne)"
Land,Land (2021),tt10265034,6.7,2021,1h 33m,https://www.boxofficemojo.com/title/tt10265034/,"$3,164,246","$2,577,830","$586,416",Robin Wright,"Robin Wright (Edee), Demián Bichir (Miguel), Sarah Dawn Pledge (Alawa), Kim Dickens (Emma)"
Pyaar Ka Punchnama 2,Pyaar Ka Punchnama 2 (2015),tt4430136,7.2,2015,1h 39m,https://www.boxofficemojo.com/title/tt4430136/,"$12,983,721","$222,856","$12,760,865",Luv Ranjan,"Kartik Aaryan (Anshul Sharma aka Gogo), Omkar Kapoor (Tarun Thakur), Sunny Singh (Siddharth Gandotra aka Chauka), Nushrratt Bharuccha (Ruchika Khanna aka Chiku)"
Work It,Work It (2020),tt10276470,6.1,2020,1h 46m,https://www.boxofficemojo.com/title/tt10276470/,–,–,–,Laura Terruso,"Keiynan Lonsdale (Julliard Pembroke), Liza Koshy (Jasmine Hale), Briana Andrade-Gomes (Trinity), Kalliane Brémault (Brit Turner)"
Some Kind of Beautiful,Some Kind of Beautiful (2014),tt1725986,5.7,2014,2h 13m,https://www.boxofficemojo.com/title/tt1725986/,"$2,446,097",–,"$2,446,097",Tom Vaughan,"Pierce Brosnan (Richard), Salma Hayek (Olivia), Jessica Alba (Kate), Malcolm McDowell (Gordon)"
"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile (2022)",tt14668630,6.1,2022,1h 51m,https://www.boxofficemojo.com/title/tt14668630/,"$111,080,122","$46,888,441","$64,191,681",Josh Gordon,"Javier Bardem (Hector P. Valenti), Winslow Fegley (Josh), Shawn Mendes (Lyle), Constance Wu (Mrs. Primm)"
Psycho Raman,Psycho Raman (2016),tt5662932,7.3,2016,2h 2m,https://www.boxofficemojo.com/title/tt5662932/,"$7,612",–,"$7,612",Anurag Kashyap,"Nawazuddin Siddiqui (Ramanna (Raman)), Vicky Kaushal (Raghavan (Raghav)), Sobhita Dhulipala (Simmy), Mukesh Chhabra (Loan Shark)"
The Door in the Floor,The Door in the Floor (2004),tt0348593,6.6,2004,1h 40m,https://www.boxofficemojo.com/title/tt0348593/,"$6,715,067","$3,854,624","$2,860,443",Tod Williams,"Jeff Bridges (Ted Cole), Kim Basinger (Marion Cole), Jon Foster (Eddie O'Hare), Elle Fanning (Ruth Cole)"
Of Gods and Men,Of Gods and Men (2010),tt1588337,7.2,2010,1h 47m,https://www.boxofficemojo.com/title/tt1588337/,"$43,803,417","$3,951,596","$39,851,821",Xavier Beauvois,"Lambert Wilson (Christian), Michael Lonsdale (Luc), Olivier Rabourdin (Christophe), Philippe Laudenbach (Célestin)"
Ashby,Ashby (2015),tt3774466,6.4,2015,2h 10m,https://www.boxofficemojo.com/title/tt3774466/,"$122,919","$4,631","$118,288",Tony McNamara,"Mickey Rourke (Ashby Holt), Nat Wolff (Ed Wallis), Emma Roberts (Eloise), Sarah Silverman (June Wallis)"
Compartment Number 6,Compartment Number 6 (2021),tt10262648,7.2,2021,2h 9m,https://www.boxofficemojo.com/title/tt10262648/,"$2,669,654","$205,843","$2,463,811",Juho Kuosmanen,"Seidi Haarla (Laura), Yura Borisov (Lyokha), Dinara Drukarova (Irina Mezhinskaya), Yuliya Aug (Natalia)"
Till,Till (2022),tt4960748,7.2,2022,1h 58m,https://www.boxofficemojo.com/title/tt4960748/,"$11,498,884","$9,000,202","$2,498,682",Emmett Till,"Danielle Deadwyler (Mamie Till-Mobley), Jalyn Hall (Emmett Till), Frankie Faison (John Carthan), Haley Bennett (Carolyn Bryant)"
Bruised,Bruised (2020),tt8310474,6.2,2020,2h 12m,https://www.boxofficemojo.com/title/tt8310474/,–,–,–,Halle Berry,"Halle Berry (Jackie Justice), Adan Canto (Desi), Sheila Atim (Buddhakan), Adriane Lenox (Angel McQueen)"
Whisper If I Forget,Whisper If I Forget (2014),tt4114744,7.5,2014,2h 11m,https://www.boxofficemojo.com/title/tt4114744/,"$8,079,191",–,"$8,079,191",Çagan Irmak,"Farah Zeynep Abdullah (Hatice/Ayperi), Mehmet Günsür (Tarik), Kerem Bürsin (Erhan), Hümeyra (Yasli Ayperi)"
Zara Hatke Zara Bachke,Zara Hatke Zara Bachke (2023),tt15576460,6.0,2023,1h 32m,https://www.boxofficemojo.com/title/tt15576460/,"$741,398",–,"$741,398",Laxman Utekar,"Vicky Kaushal (Kapil Dubey), Sara Ali Khan (Somya Chawla Dubey), Inaamulhaq (Ban Das Ishwardas Sahay), Sushmita Mukherjee (Roshni Chawla)"
Thiruchitrambalam,Thiruchitrambalam (2022),tt11772746,7.9,2022,1h 46m,https://www.boxofficemojo.com/title/tt11772746/,"$5,342,111",–,"$5,342,111",Mithran Jawahar,"Dhanush (Thiruchitrambalam aka Pazham), Nithya Menen (Shobana), Bharathiraja (Pazham's grandfather), Prakash Raj (Inspector Neelakandan)"
Howl,Howl (2015),tt2393827,5.5,2015,1h 44m,https://www.boxofficemojo.com/title/tt2393827/,"$477,656",–,"$477,656",Paul Hyett,"Elliot Cowan (Adrian), Rosie Day (Nina), Calvin Dean (Paul), Sam Gittins (Billy)"
Barbershop 2: Back in Business,Barbershop 2: Back in Business (2004),tt0337579,5.7,2004,1h 33m,https://www.boxofficemojo.com/title/tt0337579/,"$65,991,448","$65,111,277","$880,171",Kevin Rodney Sullivan,"Ice Cube (Calvin), Cedric The Entertainer (Eddie), Eve (Terri), Queen Latifah (Gina)"
I Am Not a Serial Killer,I Am Not a Serial Killer (2016),tt4303340,6.2,2016,2h 22m,https://www.boxofficemojo.com/title/tt4303340/,"$21,148",–,"$21,148",Billy O'Brien,"Max Records (John Wayne Cleaver), Christopher Lloyd (Mr. Crowley), Laura Fraser (April Cleaver), Christina Baldwin (Aunt Margaret)"
The Addams Family 2,The Addams Family 2 (2021),tt11125620,5.4,2021,1h 58m,https://www.boxofficemojo.com/title/tt11125620/,"$119,815,153","$56,489,153","$63,326,000",Conrad Vernon,"Oscar Isaac (Gomez Addams), Charlize Theron (Morticia Addams), Chloë Grace Moretz (Wednesday Addams), Javon 'Wanna' Walton (Pugsley Addams)"
Geetha Govindam,Geetha Govindam (2018),tt8590896,7.7,2018,1h 38m,https://www.boxofficemojo.com/title/tt8590896/,"$320,366",–,"$320,366",Parasuram,"Vijay Deverakonda (Vijay Govind), Rashmika Mandanna (Geetha), Subbaraju (Phaneendra), Mouryaani (Sirisha)"
The Unknown Woman,The Unknown Woman (2006),tt0494271,7.4,2006,1h 48m,https://www.boxofficemojo.com/title/tt0494271/,"$6,881,566","$152,114","$6,729,452",Giuseppe Tornatore,"Ksenia Rappoport (Irena), Michele Placido (Muffa), Claudia Gerini (Valeria Adacher), Piera Degli Esposti (Gina)"
