Title,ID,Rating,Release Year,Duration
446. Fifty Shades of Grey,tt2322441,4.2,2h 19m,2h 5m
447. Your Name.,tt5311514,8.4,PG-13,1h 46m
448. Beauty and the Beast,tt2771200,7.1,2007,2h 9m
449. Shrek the Third,tt0413267,6.1,2h 18m,1h 33m
450. Hugo,tt0970179,7.5,PG-13,2h 6m
451. School of Rock,tt0332379,7.2,2007,1h 49m
452. Hitch,tt0386588,6.6,1h 53m,1h 58m
453. Nobody,tt7888964,7.4,R,1h 32m
454. 3:10 to Yuma,tt0381849,7.6,2008,2h 2m
455. Apocalypto,tt0472043,7.8,1h 30m,2h 19m
456. Moonlight,tt4975722,7.4,PG-13,1h 51m
457. Transformers: Age of Extinction,tt2109248,5.6,2012,2h 45m
458. Pitch Perfect,tt1981677,7.1,2h,1h 52m
459. The Holiday,tt0457939,7.0,R,2h 16m
460. Neighbors,tt2004420,6.3,2003,1h 37m
461. Salt,tt0944835,6.5,2h 18m,1h 40m
462. Deja Vu,tt0453467,7.1,R,2h 6m
463. The Accountant,tt2140479,7.3,2004,2h 8m
464. Bridge of Spies,tt3682448,7.6,2h 3m,2h 22m
465. 8 Mile,tt0298203,7.2,PG-13,1h 50m
466. The Island,tt0399201,6.8,2009,2h 16m
467. Kung Fu Panda 2,tt1302011,7.3,1h 28m,1h 30m
468. Red Notice,tt7991608,6.3,R,1h 58m
469. Now You See Me 2,tt3110958,6.4,2001,2h 9m
470. Call Me by Your Name,tt5726616,7.8,1h 56m,2h 12m
471. Lucky Number Slevin,tt0425210,7.7,PG-13,1h 50m
472. RED,tt1245526,7.0,2017,1h 51m
473. Uncut Gems,tt5727208,7.4,1h 53m,2h 15m
474. Jumper,tt0489099,6.1,R,1h 28m
475. Law Abiding Citizen,tt1197624,7.4,2017,1h 49m
476. A.I. Artificial Intelligence,tt0212720,7.2,2h 15m,2h 26m
477. Taken 2,tt1397280,6.2,R,1h 32m
478. The Transporter,tt0293662,6.8,2017,1h 32m
479. Step Brothers,tt0838283,6.9,1h 45m,1h 38m
480. The Expendables 2,tt1764651,6.6,PG,1h 43m
481. Kingdom of Heaven,tt0320661,7.3,2019,2h 24m
482. Insomnia,tt0278504,7.2,2h 3m,1h 58m
483. Zero Dark Thirty,tt1790885,7.4,PG-13,2h 37m
484. Manchester by the Sea,tt4034228,7.8,2009,2h 17m
485. Public Enemies,tt1152836,6.9,2h 7m,2h 20m
486. Alien: Covenant,tt2316204,6.4,PG-13,2h 2m
487. The Wrestler,tt1125849,7.9,2021,1h 49m
488. The Greatest Showman,tt1485796,7.5,2h 18m,1h 45m
489. Nocturnal Animals,tt4550098,7.4,R,1h 56m
490. Elf,tt0319343,7.1,2014,1h 37m
491. Hachi: A Dog's Tale,tt1028532,8.1,1h 57m,1h 33m
492. Babel,tt0449467,7.5,R,2h 23m
493. 300: Rise of an Empire,tt1253863,6.2,2011,1h 42m
494. Contagion,tt1598778,6.8,1h 45m,1h 46m
495. Black Panther: Wakanda Forever,tt9114286,6.7,PG-13,2h 41m
496. Death Proof,tt1028528,7.0,2007,2h 7m
497. The Bourne Legacy,tt1194173,6.6,2h 37m,2h 15m
498. Seven Pounds,tt0814314,7.6,R,2h 3m
499. The Witch,tt4263482,7.0,2016,1h 32m
500. Fast & Furious,tt1013752,6.5,2h 19m,1h 47m
501. The Royal Tenenbaums,tt0265666,7.6,R,1h 50m
502. Creed,tt3076658,7.6,2010,2h 13m
503. Poor Things,tt14230458,7.8,2h 26m,2h 21m
504. It Chapter Two,tt7349950,6.5,PG-13,2h 49m
505. Fantastic Beasts: The Crimes of Grindelwald,tt4123430,6.5,2018,2h 14m
506. Predestination,tt2397535,7.4,1h 30m,1h 37m
507. Angels & Demons,tt0808151,6.7,PG-13,2h 18m
508. Bridesmaids,tt1478338,6.8,2020,2h 5m
509. Finding Dory,tt2277860,7.2,2h 30m,1h 37m
510. Lone Survivor,tt1091191,7.5,PG-13,2h 1m
511. Don't Breathe,tt4160708,7.1,2009,1h 28m
512. The Conjuring 2,tt3065204,7.3,2h 33m,2h 14m
513. The Lobster,tt3464902,7.1,PG,1h 59m
514. War for the Planet of the Apes,tt3450958,7.4,2012,2h 20m
515. Corpse Bride,tt0121164,7.4,1h 49m,1h 17m
516. The Fast and the Furious: Tokyo Drift,tt0463985,6.1,R,1h 44m
517. Prince of Persia: The Sands of Time,tt0473075,6.5,2012,1h 56m
518. Serenity,tt0379786,7.8,1h 59m,1h 59m
519. Forgetting Sarah Marshall,tt0800039,7.1,R,1h 51m
520. Atonement,tt0783233,7.8,2013,2h 3m
521. El Camino,tt9243946,7.3,2h 23m,2h 2m
522. Snow White and the Huntsman,tt1735898,6.1,PG-13,2h 7m
523. The Twilight Saga: New Moon,tt1259571,4.8,2018,2h 10m
524. Sully,tt3263904,7.4,2h 14m,1h 36m
525. Alita: Battle Angel,tt0437086,7.3,PG-13,2h 2m
526. Murder on the Orient Express,tt3402236,6.5,2004,1h 54m
527. 2 Fast 2 Furious,tt0322259,5.9,1h 39m,1h 47m
528. Megamind,tt1001526,7.3,R,1h 35m
529. Moulin Rouge!,tt0203009,7.6,2018,2h 7m
530. Ice Age: The Meltdown,tt0438097,6.8,2h 10m,1h 31m
531. The World's End,tt1213663,6.9,PG-13,1h 49m
532. Panic Room,tt0258000,6.8,2014,1h 52m
533. 28 Weeks Later,tt0463854,6.9,1h 48m,1h 40m
534. Me Before You,tt2674426,7.4,R,1h 50m
535. 1408,tt0450385,6.8,2010,1h 44m
536. Zoolander,tt0196229,6.5,1h 57m,1h 30m
537. Rango,tt1192628,7.3,R,1h 47m
538. Dredd,tt1343727,7.1,2010,1h 35m
539. Hannibal,tt0212985,6.8,1h 35m,2h 11m
540. Green Lantern,tt1133985,5.5,PG,1h 54m
541. Gone Baby Gone,tt0452623,7.6,2006,1h 54m
542. Red Dragon,tt0289765,7.2,2h 23m,2h 4m
543. The Platform,tt8228288,7.0,R,1h 34m
544. BlacKkKlansman,tt7349662,7.5,2002,2h 15m
545. Wonder Woman 1984,tt7126948,5.4,2h 25m,2h 31m
546. Aladdin,tt6139732,6.9,PG-13,2h 8m
547. Terminator Genisys,tt1340138,6.3,2009,2h 6m
548. Olympus Has Fallen,tt2302755,6.5,2h 42m,1h 59m
549. Before Sunset,tt0381681,8.1,R,1h 20m
550. The Jungle Book,tt3040964,7.3,2003,1h 46m
551. Clash of the Titans,tt0800320,5.8,2h 14m,1h 46m
552. Jumanji: The Next Level,tt7975244,6.7,PG-13,2h 3m
553. The Place Beyond the Pines,tt1817273,7.3,2004,2h 20m
554. Resident Evil,tt0120804,6.6,1h 55m,1h 40m
555. A Quiet Place Part II,tt8332922,7.2,PG-13,1h 37m
556. The Other Guys,tt1386588,6.7,2014,1h 47m
557. Superman Returns,tt0348150,6.1,2h 24m,2h 34m
558. Van Helsing,tt0338526,6.1,R,2h 11m
559. Sinister,tt1922777,6.8,2002,1h 50m
560. Kick-Ass 2,tt1650554,6.5,1h 59m,1h 43m
561. Meet the Fockers,tt0290002,6.3,PG-13,1h 55m
562. Phone Booth,tt0183649,7.1,2011,1h 21m
563. Hotel Transylvania,tt0837562,7.0,1h 45m,1h 31m
564. Hellboy II: The Golden Army,tt0411477,7.0,PG-13,2h
565. Toy Story 4,tt1979376,7.6,2004,1h 40m
566. Vanilla Sky,tt0259711,6.9,2h 43m,2h 16m
567. Underworld,tt0320691,7.0,R,2h 1m
568. John Carter,tt0401729,6.6,2011,2h 12m
569. Nope,tt10954984,6.8,1h 58m,2h 10m
570. Wind River,tt5362988,7.7,PG-13,1h 47m
571. Road to Perdition,tt0257044,7.7,2019,1h 57m
572. Stardust,tt0486655,7.6,2h 9m,2h 7m
573. The Matrix Resurrections,tt10838180,5.6,PG-13,2h 28m
574. Robin Hood,tt0955308,6.6,2023,2h 20m
575. Grown Ups,tt1375670,6.0,1h 54m,1h 42m
576. Maze Runner: The Scorch Trials,tt4046784,6.3,PG-13,2h 11m
577. Glass,tt6823368,6.6,2006,2h 9m
578. The Intern,tt2361509,7.1,1h 57m,2h 1m
579. How to Lose a Guy in 10 Days,tt0251127,6.5,PG-13,1h 56m
580. Warcraft,tt0803096,6.7,2009,2h 3m
581. Dark Shadows,tt1077368,6.2,1h 35m,1h 53m
582. Black Adam,tt6443346,6.2,PG-13,2h 5m
583. The Village,tt0368447,6.6,2016,1h 48m
584. Mamma Mia!,tt0795421,6.5,1h 57m,1h 48m
585. Saw II,tt0432348,6.6,PG-13,1h 33m
586. Hulk,tt0286716,5.6,2011,2h 18m
587. Fantastic Four: Rise of the Silver Surfer,tt0486576,5.6,2h 16m,1h 32m
588. Enemy at the Gates,tt0215750,7.5,PG-13,2h 11m
589. Focus,tt2381941,6.6,2022,1h 45m
590. It Follows,tt3235888,6.8,2h 50m,1h 40m
591. Non-Stop,tt2024469,6.9,Not Rated,1h 46m
592. Fantastic Mr. Fox,tt0432283,7.9,2013,1h 27m
593. Blow,tt0221027,7.5,1h 52m,2h 4m
594. Dawn of the Dead,tt0363547,7.2,R,1h 41m
595. Seven Psychopaths,tt1931533,7.1,2017,1h 50m
596. Coraline,tt0327597,7.8,1h 55m,1h 40m
597. Bad Boys II,tt0172156,6.6,R,2h 27m
598. Venom: Let There Be Carnage,tt7097896,5.9,2016,1h 37m
599. Lincoln,tt0443272,7.3,1h 48m,2h 30m
600. End of Watch,tt1855199,7.6,PG,1h 49m
601. Cruella,tt3228774,7.3,2014,2h 14m
602. American Pie 2,tt0252866,6.4,2h 14m,1h 48m
603. The Adjustment Bureau,tt1385826,7.0,R,1h 46m
604. Identity,tt0309698,7.3,2018,1h 30m
605. Chappie,tt1823672,6.8,1h 52m,2h
606. Encanto,tt2953050,7.2,PG-13,1h 42m
607. The Lion King,tt6105098,6.8,2013,1h 58m
608. Train to Busan,tt5700672,7.6,2h 4m,1h 58m
609. Just Go with It,tt1564367,6.4,PG-13,1h 57m
610. Sunshine,tt0448134,7.2,2022,1h 47m
611. Dodgeball: A True Underdog Story,tt0364725,6.7,2h 19m,1h 32m
612. Extraction,tt8936646,6.8,R,1h 56m
613. Uncharted,tt1464335,6.3,2012,1h 56m
614. Vicky Cristina Barcelona,tt0497465,7.1,1h 43m,1h 36m
615. Unknown,tt1401152,6.8,PG-13,1h 53m
616. The A-Team,tt0429493,6.7,2011,1h 57m
617. Ice Age: Dawn of the Dinosaurs,tt1080016,6.9,1h 33m,1h 34m
618. Mission: Impossible - Dead Reckoning Part One,tt9603212,7.7,PG-13,2h 43m
619. Paul,tt1092026,6.9,2007,1h 44m
620. Birds of Prey,tt7713068,6.1,1h 36m,1h 49m
621. Walk the Line,tt0358273,7.8,PG-13,2h 16m
622. 21,tt0478087,6.8,2005,2h 3m
623. Bridget Jones's Diary,tt0243155,6.8,2h,1h 37m
624. Perfume: The Story of a Murderer,tt0396171,7.5,PG-13,2h 27m
625. Noah,tt1959490,5.8,2003,2h 18m
626. War Dogs,tt2005151,7.1,2h 9m,1h 54m
627. Total Recall,tt1386703,6.2,R,1h 58m
628. The Lighthouse,tt7984734,7.4,2006,1h 49m
629. The Banshees of Inisherin,tt11813216,7.7,1h 44m,1h 54m
630. Changeling,tt0824747,7.7,PG-13,2h 21m
631. RocknRolla,tt1032755,7.2,2014,1h 54m
632. Minions,tt2293640,6.4,2h 22m,1h 31m
633. Crank,tt0479884,6.9,PG-13,1h 28m
634. The Twilight Saga: Breaking Dawn - Part 2,tt1673434,5.6,2009,1h 55m
635. Chronicle,tt1706593,7.0,1h 47m,1h 24m
636. Killers of the Flower Moon,tt5537002,7.6,PG-13,3h 26m
637. Eastern Promises,tt0765443,7.6,2014,1h 40m
638. The Grey,tt1601913,6.7,1h 29m,1h 57m
639. Cloudy with a Chance of Meatballs,tt0844471,6.9,R,1h 30m
640. Hidden Figures,tt4846340,7.8,2011,2h 7m
641. The Twilight Saga: Eclipse,tt1325004,5.1,1h 42m,2h 4m
642. The Northman,tt11138512,7.0,R,2h 17m
643. Ad Astra,tt2935510,6.5,2007,2h 3m
644. A Separation,tt1832382,8.3,2h 1m,2h 3m
645. The Invisible Man,tt1051906,7.1,R,2h 4m
646. The Reader,tt0976051,7.6,2003,2h 4m
647. Southpaw,tt1798684,7.3,2h 15m,2h 4m
648. The Bucket List,tt0825232,7.4,R,1h 37m
649. Valkyrie,tt0985699,7.1,2005,2h 1m
650. Spy,tt3079380,7.0,1h 55m,2h
651. San Andreas,tt2126355,6.1,PG,1h 54m
652. Disturbia,tt0486822,6.8,2014,1h 45m
653. Life,tt5442430,6.6,2h 13m,1h 44m
654. Star Trek Beyond,tt2660888,7.0,R,2h 2m
655. All Quiet on the Western Front,tt1016150,7.8,2006,2h 28m
656. Paranormal Activity,tt1179904,6.3,1h 49m,1h 26m
657. Escape Plan,tt1211956,6.7,R,1h 55m
658. Game Night,tt2704998,6.9,2013,1h 40m
659. Battleship,tt1440129,5.8,2h 11m,2h 11m
660. Orphan,tt1148204,7.0,PG-13,2h 3m
661. The Divergent Series: Insurgent,tt2908446,6.2,2008,1h 59m
662. The Tourist,tt1243957,6.0,1h 32m,1h 43m
663. The Fate of the Furious,tt4630562,6.6,PG,2h 16m
664. A History of Violence,tt0399146,7.4,2011,1h 36m
665. Hell or High Water,tt2582782,7.6,2h 12m,1h 42m
666. The Road,tt0898367,7.2,PG-13,1h 51m
667. The Twilight Saga: Breaking Dawn - Part 1,tt1324999,4.9,2008,1h 57m
668. Legally Blonde,tt0250494,6.5,1h 52m,1h 36m
669. The Lincoln Lawyer,tt1189340,7.3,PG-13,1h 58m
670. National Treasure: Book of Secrets,tt0465234,6.5,2002,2h 4m
671. Little Women,tt3281548,7.8,1h 21m,2h 15m
672. Ender's Game,tt1731141,6.6,PG,1h 54m
673. Ghost Rider,tt0259324,5.3,2004,1h 50m
674. Lawless,tt1212450,7.2,1h 53m,1h 56m
675. The Babadook,tt2321549,6.8,R,1h 34m
676. Mother!,tt5109784,6.6,2018,2h 1m
677. Rio,tt1436562,6.9,2h 23m,1h 36m
678. Lion,tt3741834,8.0,PG-13,1h 58m
679. The Descent,tt0435625,7.2,2006,1h 39m
680. Sucker Punch,tt0978764,6.1,1h 41m,1h 50m
681. The Boy in the Striped Pajamas,tt0914798,7.7,R,1h 34m
682. The Super Mario Bros. Movie,tt6718170,7.0,2017,1h 32m
683. The Passion of the Christ,tt0335345,7.2,2h 2m,2h 7m
684. Madagascar: Escape 2 Africa,tt0479952,6.6,R,1h 29m
685. The Descendants,tt1033575,7.3,2013,1h 55m
686. Knowing,tt0448011,6.2,1h 57m,2h 1m
687. The Hitman's Bodyguard,tt1959563,6.9,R,1h 58m
688. Godzilla vs. Kong,tt5034838,6.3,2013,1h 53m
689. The Impossible,tt1649419,7.5,2h 3m,1h 54m
690. The Fountain,tt0414993,7.2,R,1h 37m
691. Ghostbusters,tt1289401,6.8,2014,1h 57m
692. The Gray Man,tt1649418,6.5,1h 53m,2h 2m
693. The Artist,tt1655442,7.8,PG-13,1h 40m
694. The Polar Express,tt0338348,6.6,2008,1h 40m
695. Silent Hill,tt0384537,6.5,1h 32m,2h 5m
696. Don Jon,tt2229499,6.5,R,1h 30m
697. Mr. Nobody,tt0485947,7.7,2004,2h 21m
698. Predators,tt1424381,6.4,1h 33m,1h 47m
"699. I, Tonya",tt5580036,7.5,PG,1h 59m
700. I Am Number Four,tt1464540,6.1,2022,1h 51m
701. Rambo,tt0462499,7.0,3h 12m,1h 32m
702. 21 Grams,tt0315733,7.6,PG-13,2h 4m
703. Ocean's Eight,tt5164214,6.3,2014,1h 50m
704. Dungeons & Dragons: Honor Among Thieves,tt2906216,7.2,1h 42m,2h 14m
705. The Purge,tt2184339,5.7,PG,1h 25m
706. Old School,tt0302886,7.0,2016,1h 28m
707. No Strings Attached,tt1411238,6.2,2h 12m,1h 48m
708. Chicago,tt0299658,7.2,PG-13,1h 53m
709. Warm Bodies,tt1588173,6.8,2014,1h 38m
710. Jason Bourne,tt4196776,6.6,2h 3m,2h 3m
711. The Lone Ranger,tt1210819,6.4,PG-13,2h 30m
712. The Girl Next Door,tt0265208,6.7,2015,1h 49m
713. The Adventures of Tintin,tt0983193,7.3,2h 9m,1h 47m
714. The Chronicles of Riddick,tt0296572,6.6,R,1h 59m
715. Rush Hour 2,tt0266915,6.7,2010,1h 30m
716. Elvis,tt3704428,7.3,1h 40m,2h 39m
717. Role Models,tt0430922,6.8,PG,1h 39m
718. Munich,tt0408306,7.5,2019,2h 44m
719. Napoleon Dynamite,tt0374900,7.0,2h 21m,1h 36m
720. Fast & Furious Presents: Hobbs & Shaw,tt6806448,6.5,PG-13,2h 17m
721. Master and Commander: The Far Side of the World,tt0311113,7.5,2011,2h 18m
722. The Favourite,tt5083738,7.5,2h 20m,1h 59m
723. Body of Lies,tt0758774,7.0,PG-13,2h 8m
724. RoboCop,tt1234721,6.1,2004,1h 57m
725. Ant-Man and the Wasp: Quantumania,tt10954600,6.0,2h 8m,2h 4m
726. Safe House,tt1599348,6.7,PG-13,1h 55m
727. Ted 2,tt2637276,6.3,2011,1h 55m
728. Blade II,tt0187738,6.7,2h 38m,1h 57m
729. Transcendence,tt2209764,6.2,R,1h 59m
730. The Adam Project,tt2463208,6.7,2013,1h 46m
731. Closer,tt0376541,7.2,2h 6m,1h 44m
732. Prey,tt11866324,7.1,PG-13,1h 40m
733. White House Down,tt2334879,6.3,2013,2h 11m
734. Project X,tt1636826,6.7,2h 18m,1h 28m
735. Kiss Kiss Bang Bang,tt0373469,7.5,R,1h 43m
736. Captain Fantastic,tt3553976,7.8,2019,1h 58m
737. Stranger Than Fiction,tt0420223,7.5,2h 32m,1h 53m
738. Chef,tt2883512,7.3,PG-13,1h 54m
739. The Croods,tt0481499,7.1,2011,1h 38m
740. King Arthur: Legend of the Sword,tt1972591,6.7,2h 26m,2h 6m
741. Everest,tt2719848,7.1,PG-13,2h 1m
742. Ip Man,tt1220719,8.0,2018,1h 46m
743. Planet of the Apes,tt0133152,5.7,2h 20m,2h
744. Cowboys & Aliens,tt0409847,6.0,PG-13,1h 59m
745. The Tomorrow War,tt9777666,6.6,2003,2h 18m
746. Rocky Balboa,tt0479143,7.1,1h 42m,1h 42m
747. Bolt,tt0397892,6.8,R,1h 36m
748. The Ugly Truth,tt1142988,6.4,2013,1h 36m
749. Pain & Gain,tt1980209,6.4,2h 14m,2h 9m
750. The Magnificent Seven,tt2404435,6.9,PG-13,2h 12m
751. The Ides of March,tt1124035,7.1,2013,1h 41m
752. Daredevil,tt0287978,5.3,2h 12m,1h 43m
753. Die Another Day,tt0246460,6.1,PG-13,2h 13m
754. Anger Management,tt0305224,6.3,2022,1h 46m
755. Saltburn,tt17351924,7.0,2h 6m,2h 11m
756. The Whale,tt13833688,7.6,PG-13,1h 57m
757. Tomb Raider,tt1365519,6.3,2015,1h 59m
758. Match Point,tt0416320,7.6,2h 10m,2h 4m
759. Ghost in the Shell,tt1219827,6.3,R,1h 47m
760. Get Smart,tt0425061,6.5,2014,1h 50m
761. Love & Other Drugs,tt0758752,6.7,2h 19m,1h 52m
762. Thank You for Smoking,tt0427944,7.5,PG-13,1h 32m
763. Let the Right One In,tt1139797,7.8,2013,1h 54m
764. Ice Age: Continental Drift,tt1667889,6.5,1h 50m,1h 28m
765. Shrek Forever After,tt0892791,6.3,R,1h 33m
766. Memories of Murder,tt0353969,8.1,2008,2h 12m
767. The Chronicles of Narnia: Prince Caspian,tt0499448,6.5,2h 2m,2h 30m
768. 2 Guns,tt1272878,6.7,PG-13,1h 49m
769. Ghostbusters: Afterlife,tt4513678,7.0,2008,2h 4m
770. Cars 2,tt1216475,6.2,2h 2m,1h 46m
771. The Secret in Their Eyes,tt1305806,8.2,PG-13,2h 9m
772. Revolutionary Road,tt0959337,7.3,2003,1h 59m
773. EuroTrip,tt0356150,6.6,2h 18m,1h 32m
774. Enola Holmes,tt7846844,6.6,R,2h 3m
775. Doctor Sleep,tt5606664,7.3,2004,2h 32m
776. American Reunion,tt1605630,6.7,1h 48m,1h 53m
777. Darkest Hour,tt4555426,7.4,PG-13,2h 5m
778. Austin Powers in Goldmember,tt0295178,6.2,2014,1h 34m
779. Planet Terror,tt1077258,7.0,2h 10m,1h 45m
780. 13 Going on 30,tt0337563,6.3,PG-13,1h 38m
781. The Flash,tt0439572,6.6,2015,2h 24m
782. The Girl with the Dragon Tattoo,tt1132620,7.8,2h 1m,2h 32m
783. Garden State,tt0333766,7.4,R,1h 42m
784. A Walk to Remember,tt0281358,7.3,2014,1h 41m
785. Gangster Squad,tt1321870,6.7,2h 3m,1h 53m
786. A Series of Unfortunate Events,tt0339291,6.8,PG-13,1h 48m
787. Fracture,tt0488120,7.2,2004,1h 53m
788. Straight Outta Compton,tt1398426,7.8,2h 4m,2h 27m
789. Wild Tales,tt3011894,8.1,PG-13,2h 2m
790. Teenage Mutant Ninja Turtles,tt1291150,5.8,2006,1h 41m
791. The Secret Life of Pets,tt2709768,6.5,1h 56m,1h 26m
792. Jai Bhim,tt15097216,8.7,G,2h 44m
793. Lara Croft: Tomb Raider,tt0146316,5.8,2011,1h 40m
794. Drag Me to Hell,tt1127180,6.6,2h 9m,1h 39m
795. Enemy,tt2316411,6.9,PG-13,1h 31m
796. Death Race,tt0452608,6.4,2006,1h 45m
797. 17 Again,tt0974661,6.4,1h 49m,1h 42m
798. The Raid: Redemption,tt1899353,7.6,PG-13,1h 41m
799. Central Intelligence,tt1489889,6.3,2001,1h 47m
800. Enchanted,tt0461770,7.1,2h 2m,1h 47m
801. American Wedding,tt0328828,6.3,R,1h 36m
802. The Darjeeling Limited,tt0838221,7.2,2017,1h 31m
803. P.S. I Love You,tt0431308,7.0,2h,2h 6m
804. The Happening,tt0949731,5.0,PG-13,1h 31m
805. Alien vs. Predator,tt0370263,5.7,2005,1h 41m
806. Leave the World Behind,tt12747748,6.4,1h 57m,2h 18m
807. Hansel & Gretel: Witch Hunters,tt1428538,6.1,PG-13,1h 28m
"808. I Love You, Man",tt1155056,7.0,2002,1h 45m
809. Dangal,tt5074352,8.3,2h 47m,2h 41m
810. Promising Young Woman,tt9620292,7.5,R,1h 53m
811. Lilo & Stitch,tt0275847,7.3,2004,1h 25m
812. Transporter 2,tt0388482,6.3,1h 43m,1h 27m
813. You Don't Mess with the Zohan,tt0960144,5.6,R,1h 53m
814. Saw III,tt0489270,6.2,2003,1h 48m
815. The Internship,tt2234155,6.3,2h 34m,1h 59m
816. Jungle Cruise,tt0870154,6.6,R,2h 7m
817. Wrath of Man,tt11083552,7.1,2008,1h 59m
818. Night at the Museum: Battle of the Smithsonian,tt1078912,6.0,2h 11m,1h 45m
819. A Good Day to Die Hard,tt1606378,5.2,R,1h 38m
820. Incendies,tt1255953,8.3,2008,2h 11m
821. The Black Phone,tt7144666,6.9,1h 46m,1h 43m
822. Oz the Great and Powerful,tt1623205,6.3,PG-13,2h 10m
823. G.I. Joe: The Rise of Cobra,tt1046173,5.7,2005,1h 58m
824. Tinker Tailor Soldier Spy,tt1340800,7.0,1h 56m,2h 7m
825. Upgrade,tt6499752,7.5,R,1h 40m
826. Jurassic World Dominion,tt8041270,5.6,2013,2h 27m
827. Sausage Party,tt1700841,6.1,1h 49m,1h 29m
828. Godzilla: King of the Monsters,tt3741700,6.0,R,2h 12m
829. Blue Valentine,tt1120985,7.3,2011,1h 52m
830. American Made,tt3532216,7.1,2h 13m,1h 55m
831. Bad Teacher,tt1284575,5.7,PG-13,1h 32m
832. The Number 23,tt0481369,6.4,2011,1h 38m
833. Blue Jasmine,tt2334873,7.3,1h 38m,1h 38m
834. The Meg,tt4779682,5.7,R,1h 53m
835. X-Men: Dark Phoenix,tt6565702,5.7,2010,1h 53m
836. The Life Aquatic with Steve Zissou,tt0362270,7.2,1h 52m,1h 59m
837. The Age of Adaline,tt1655441,7.2,PG-13,1h 52m
838. Finding Neverland,tt0308644,7.7,2015,1h 46m
839. Knight and Day,tt1013743,6.3,2h 28m,1h 49m
840. Dracula Untold,tt0829150,6.2,PG-13,1h 32m
841. Resident Evil: Apocalypse,tt0318627,6.1,2016,1h 34m
842. Secret Window,tt0363988,6.5,2h 24m,1h 36m
843. Like Stars on Earth,tt0986264,8.3,PG-13,2h 42m
844. Indiana Jones and the Dial of Destiny,tt1462764,6.5,2008,2h 34m
845. Jarhead,tt0418763,7.0,1h 47m,2h 5m
846. The Karate Kid,tt1155076,6.2,R,2h 20m
847. Underworld: Evolution,tt0401855,6.7,2012,1h 46m
848. Assassin's Creed,tt2094766,5.6,1h 41m,1h 55m
849. Atomic Blonde,tt2406566,6.7,PG,1h 55m
850. After Earth,tt1815862,4.8,2022,1h 40m
851. Unstoppable,tt0477080,6.8,2h 7m,1h 38m
852. The Mummy,tt2345759,5.4,R,1h 50m
853. The Judge,tt1872194,7.4,2004,2h 21m
854. Zombieland: Double Tap,tt1560220,6.7,1h 59m,1h 39m
855. The Taking of Pelham 123,tt1111422,6.4,PG,1h 46m
856. The Hitchhiker's Guide to the Galaxy,tt0371724,6.7,2006,1h 49m
857. Barbarian,tt15791034,7.0,2h 29m,1h 42m
858. The Next Three Days,tt1458175,7.3,PG-13,2h 13m
859. Harold & Kumar Go to White Castle,tt0366551,7.0,2017,1h 28m
860. Legend,tt3569230,6.9,1h 59m,2h 12m
861. Shame,tt1723811,7.2,PG-13,1h 41m
862. Hanna,tt0993842,6.7,2003,1h 51m
863. Resident Evil: Extinction,tt0432021,6.2,2h 5m,1h 34m
864. Sideways,tt0375063,7.5,PG-13,2h 7m
865. The Equalizer 2,tt3766354,6.7,2007,2h 1m
866. The Vow,tt1606389,6.8,2h 37m,1h 44m
867. Taken 3,tt2446042,6.0,R,1h 48m
868. Red Sparrow,tt2873282,6.6,2016,2h 20m
869. Baywatch,tt1469304,5.5,1h 56m,1h 56m
870. First Man,tt1213641,7.3,PG-13,2h 21m
871. A Knight's Tale,tt0183790,7.0,2011,2h 12m
872. Percy Jackson & the Olympians: The Lightning Thief,tt0814255,5.9,1h 35m,1h 58m
873. PK,tt2338151,8.1,R,2h 33m
874. Adaptation.,tt0268126,7.7,2018,1h 55m
875. Machete,tt0985694,6.6,1h 58m,1h 45m
876. The Man from Earth,tt0756683,7.8,PG-13,1h 27m
877. What We Do in the Shadows,tt3416742,7.6,2022,1h 26m
878. Another Round,tt10288566,7.7,2h 19m,1h 57m
879. The Father,tt10272386,8.2,PG-13,1h 37m
880. Talladega Nights: The Ballad of Ricky Bobby,tt0415306,6.6,2015,1h 48m
881. Ready or Not,tt7798634,6.9,1h 58m,1h 35m
882. Bright,tt5519340,6.3,R,1h 57m
883. Luca,tt12801262,7.4,2002,1h 35m
884. Happy Feet,tt0366548,6.4,1h 53m,1h 48m
885. Madagascar 3: Europe's Most Wanted,tt1277953,6.8,R,1h 33m
886. REC,tt1038988,7.4,2008,1h 18m
887. Evil Dead,tt1288558,6.5,1h 47m,1h 31m
888. Shark Tale,tt0307453,6.0,R,1h 30m
889. The Girl on the Train,tt3631112,6.5,2011,1h 52m
890. A Million Ways to Die in the West,tt2557490,6.1,1h 49m,1h 56m
891. The Killer,tt1136617,6.7,PG-13,1h 58m
892. Frozen II,tt4520988,6.8,2021,1h 43m
893. 6 Underground,tt8106534,6.1,2h 43m,2h 8m
894. Klaus,tt4729430,8.2,PG-13,1h 36m
895. Cinderella Man,tt0352248,8.0,2011,2h 24m
896. The Danish Girl,tt0810819,7.1,1h 34m,1h 59m
897. Smile,tt15474916,6.5,PG-13,1h 55m
898. Valerian and the City of a Thousand Planets,tt2239822,6.4,2019,2h 16m
899. Rocketman,tt2066051,7.3,1h 48m,2h 1m
900. The Longest Yard,tt0398165,6.4,PG-13,1h 53m
901. Layer Cake,tt0375912,7.3,2017,1h 45m
902. Melancholia,tt1527186,7.1,2h 3m,2h 15m
